player,season,team,pos,age,minutos_totales,partidos_totales,minutos_por_partido,ws,per
David West,2013,IND,PF,32,"2435,0","73,0","33,4","9,1","20,1"
Andrei Kirilenko,2013,MIN,SF,31,"2034,0","64,0","31,8","6,0","17,6"
Gerald Wallace,2013,BRK,SF,30,"2076,0","69,0","30,1","3,1","11,6"
Tim Duncan,2013,SAS,C,36,"2078,0","69,0","30,1","8,3","24,4"
Danilo Gallinari,2013,DEN,SF,24,"2309,0","71,0","32,5","7,2","16,7"
Steve Nash,2013,LAL,PG,38,"1627,0","50,0","32,5","4,3","16,0"
Ryan Anderson,2013,NOH,PF,24,"2503,0","81,0","30,9","6,5","18,1"
Shawn Marion,2013,DAL,PF,34,"2010,0","67,0","30,0","5,3","18,0"
Paul Millsap,2013,UTA,PF,27,"2375,0","78,0","30,4","7,6","19,8"
Jameer Nelson,2013,ORL,PG,30,"1977,0","56,0","35,3","2,1","14,4"
Rodney Stuckey,2013,DET,SG,26,"2171,0","76,0","28,6","2,5","13,0"
Mo Williams,2013,UTA,PG,30,"1418,0","46,0","30,8","1,8","14,4"
Devin Harris,2013,ATL,SG,29,"1421,0","58,0","24,5","3,3","14,6"
Kendrick Perkins,2013,OKC,C,28,"1954,0","78,0","25,1","2,5","8,2"
Jeff Green,2013,BOS,PF,26,"2252,0","81,0","27,8","4,7","15,0"
Jeremy Lin,2013,HOU,PG,24,"2640,0","82,0","32,2","5,4","14,9"
Thaddeus Young,2013,PHI,PF,24,"2629,0","76,0","34,6","7,4","18,2"
Marvin Williams,2013,UTA,SF,26,"1727,0","73,0","23,7","2,3","10,9"
John Salmons,2013,SAC,SF,33,"2278,0","76,0","30,0","1,6","10,2"
Charlie Villanueva,2013,DET,PF,28,"1092,0","69,0","15,8","1,6","14,0"
Tyrus Thomas,2013,CHA,PF,26,"360,0","26,0","13,8","-0,2","9,6"
Caron Butler,2013,LAC,SF,32,"1879,0","78,0","24,1","3,6","12,4"
Chris Kaman,2013,DAL,C,30,"1363,0","66,0","20,7","1,6","16,3"
George Hill,2013,IND,PG,26,"2620,0","76,0","34,5","9,7","16,6"
Arron Afflalo,2013,ORL,SF,27,"2307,0","64,0","36,0","2,0","13,0"
Metta World Peace,2013,LAL,SF,33,"2530,0","75,0","33,7","4,6","12,5"
Marcin Gortat,2013,PHO,C,28,"1876,0","61,0","30,8","3,4","15,4"
Marcus Thornton,2013,SAC,SG,25,"1726,0","72,0","24,0","3,2","16,3"
Mike Conley,2013,MEM,PG,25,"2757,0","80,0","34,5","9,9","18,3"
John Wall,2013,WAS,PG,22,"1602,0","49,0","32,7","4,5","20,8"
Taj Gibson,2013,CHI,PF,27,"1459,0","65,0","22,4","3,3","14,4"
Beno Udrih,2013,ORL,SG-PG,30,"1457,0","66,0","22,1","2,2","14,2"
Al Harrington,2013,ORL,C,32,"119,0","10,0","11,9","0,0","10,3"
Tayshaun Prince,2013,MEM,SF,32,"2631,0","82,0","32,1","3,6","11,5"
Samuel Dalembert,2013,MIL,C,31,"765,0","47,0","16,3","2,2","18,6"
Drew Gooden,2013,MIL,C,31,"151,0","16,0","9,4","-0,1","7,7"
Wesley Matthews,2013,POR,SG,26,"2403,0","69,0","34,8","4,7","14,1"
Spencer Hawes,2013,PHI,C,24,"2233,0","82,0","27,2","4,5","16,0"
Glen Davis,2013,ORL,PF,27,"1064,0","34,0","31,3","0,8","15,0"
Landry Fields,2013,TOR,SF,24,"1037,0","51,0","20,3","1,1","10,3"
Mike Miller,2013,MIA,SF,32,"900,0","59,0","15,3","2,6","13,5"
Luke Walton,2013,CLE,PF,32,"857,0","50,0","17,1","0,8","11,3"
Amir Johnson,2013,TOR,PF,25,"2325,0","81,0","28,7","7,3","17,3"
Michael Beasley,2013,PHO,SF,24,"1554,0","75,0","20,7","-1,5","10,8"
Brandon Bass,2013,BOS,PF,27,"2239,0","81,0","27,6","4,7","12,3"
Wilson Chandler,2013,DEN,PF,25,"1079,0","43,0","25,1","3,1","16,6"
James Harden,2013,HOU,SG,23,"2985,0","78,0","38,3","12,8","22,9"
Jason Richardson,2013,PHI,SG,32,"936,0","33,0","28,4","1,4","12,6"
Kyle Lowry,2013,TOR,PG,26,"2020,0","68,0","29,7","5,6","17,5"
Nick Young,2013,PHI,SG,27,"1411,0","59,0","23,9","2,3","13,3"
Chuck Hayes,2013,SAC,C,29,"1209,0","74,0","16,3","1,5","10,7"
Jarrett Jack,2013,GSW,SG,29,"2349,0","79,0","29,7","5,6","15,9"
Kyrie Irving,2013,CLE,PG,20,"2048,0","59,0","34,7","5,3","21,4"
Evan Turner,2013,PHI,SF,24,"2892,0","82,0","35,3","2,1","12,1"
Tyreke Evans,2013,SAC,SG,23,"2016,0","65,0","31,0","4,4","18,1"
Jason Thompson,2013,SAC,PF,26,"2285,0","82,0","27,9","3,6","14,6"
Zaza Pachulia,2013,ATL,C,28,"1134,0","52,0","21,8","2,7","13,1"
Jamal Crawford,2013,LAC,SG,32,"2230,0","76,0","29,3","5,4","16,8"
Martell Webster,2013,WAS,SF,26,"2200,0","76,0","28,9","6,3","13,9"
Anthony Davis,2013,NOH,PF,19,"1846,0","64,0","28,8","6,1","21,7"
Jason Maxiell,2013,DET,PF,29,"1789,0","72,0","24,8","1,8","11,3"
Ramon Sessions,2013,CHA,SG,26,"1652,0","61,0","27,1","2,9","17,7"
Andre Miller,2013,DEN,PG,36,"2151,0","82,0","26,2","5,4","15,7"
Kyle Korver,2013,ATL,SF,31,"2259,0","74,0","30,5","6,4","13,9"
Jason Terry,2013,BOS,SG,35,"2124,0","79,0","26,9","4,0","12,8"
Lou Williams,2013,ATL,SG,26,"1119,0","39,0","28,7","2,4","15,9"
Courtney Lee,2013,BOS,SG,27,"1941,0","78,0","24,9","3,3","11,7"
Richard Hamilton,2013,CHI,SG,34,"1088,0","50,0","21,8","0,4","10,6"
Robin Lopez,2013,NOH,C,24,"2136,0","82,0","26,0","5,6","18,9"
Derrick Williams,2013,MIN,PF,21,"1916,0","78,0","24,6","3,0","14,5"
Michael Kidd-Gilchrist,2013,CHA,SF,19,"2025,0","78,0","26,0","2,1","14,0"
Luc Mbah a Moute,2013,MIL,SF,26,"1326,0","58,0","22,9","0,5","9,1"
Daniel Gibson,2013,CLE,PG,26,"919,0","46,0","20,0","0,5","7,7"
Derrick Favors,2013,UTA,PF,21,"1787,0","77,0","23,2","4,4","17,5"
Linas Kleiza,2013,TOR,SF,28,"376,0","20,0","18,8","0,1","8,2"
Marcus Camby,2013,NYK,PF,38,"250,0","24,0","10,4","0,0","8,6"
Luis Scola,2013,PHO,PF,32,"2184,0","82,0","26,6","4,4","16,7"
Boris Diaw,2013,SAS,PF,30,"1709,0","75,0","22,8","4,4","11,9"
Jonas Jerebko,2013,DET,PF,25,"892,0","49,0","18,2","2,0","15,7"
J.J. Barea,2013,MIN,PG,28,"1713,0","74,0","23,1","1,9","14,1"
Udonis Haslem,2013,MIA,PF,32,"1414,0","75,0","18,9","3,2","9,9"
Bradley Beal,2013,WAS,SG,19,"1745,0","56,0","31,2","3,0","13,6"
Wesley Johnson,2013,PHO,SF,25,"953,0","50,0","19,1","0,0","10,3"
Jared Dudley,2013,PHO,SF,27,"2170,0","79,0","27,5","4,8","14,9"
Marreese Speights,2013,CLE,C,25,"1300,0","79,0","16,5","2,8","17,3"
Dorell Wright,2013,PHI,SF,27,"1783,0","79,0","22,6","4,9","16,0"
Kirk Hinrich,2013,CHI,PG,32,"1764,0","60,0","29,4","3,1","10,8"
Steve Novak,2013,NYK,SF,29,"1641,0","81,0","20,3","4,0","11,3"
O.J. Mayo,2013,DAL,SG,25,"2913,0","82,0","35,5","4,2","13,9"
Mario Chalmers,2013,MIA,PG,26,"2068,0","77,0","26,9","5,2","13,3"
Luke Ridnour,2013,MIN,SG,31,"2474,0","82,0","30,2","4,3","13,0"
Ian Mahinmi,2013,IND,C,26,"1322,0","80,0","16,5","2,3","10,6"
Anthony Morrow,2013,DAL,SG,27,"383,0","41,0","9,3","0,7","12,0"
Carl Landry,2013,GSW,PF,29,"1876,0","81,0","23,2","6,2","17,5"
Hakim Warrick,2013,CHA,PF,30,"489,0","28,0","17,5","0,0","11,5"
Steve Blake,2013,LAL,PG,32,"1175,0","45,0","26,1","2,4","11,7"
Stephen Curry,2013,GSW,PG,24,"2983,0","78,0","38,2","11,2","21,3"
Tiago Splitter,2013,SAS,PF,28,"1997,0","81,0","24,7","8,2","18,7"
Thabo Sefolosha,2013,OKC,SG,28,"2229,0","81,0","27,5","6,8","12,8"
Tristan Thompson,2013,CLE,PF,21,"2564,0","82,0","31,3","5,2","16,1"
DeMarcus Cousins,2013,SAC,C,22,"2289,0","75,0","30,5","4,4","20,2"
Joel Anthony,2013,MIA,C,30,"566,0","62,0","9,1","1,2","10,4"
Ricky Rubio,2013,MIN,PG,22,"1691,0","57,0","29,7","3,0","16,2"
Dion Waiters,2013,CLE,SG,21,"1756,0","61,0","28,8","0,9","13,7"
Matt Bonner,2013,SAS,PF,32,"909,0","68,0","13,4","2,5","11,8"
Jordan Hill,2013,LAL,PF,25,"458,0","29,0","15,8","1,4","18,5"
Ekpe Udoh,2013,MIL,C,25,"1312,0","76,0","17,3","2,7","12,0"
Shannon Brown,2013,PHO,SG,27,"1402,0","59,0","23,8","1,2","13,1"
Danny Green,2013,SAS,SG,25,"2201,0","80,0","27,5","5,9","14,1"
Chris Duhon,2013,LAL,PG,30,"820,0","46,0","17,8","1,0","8,0"
Alonzo Gee,2013,CLE,SF,25,"2541,0","82,0","31,0","1,9","10,5"
Gerald Green,2013,IND,SF,27,"1080,0","60,0","18,0","1,3","9,9"
Johan Petro,2013,ATL,C,27,"352,0","31,0","11,4","0,4","11,0"
Raymond Felton,2013,NYK,PG,28,"2313,0","68,0","34,0","4,2","15,2"
Thomas Robinson,2013,HOU,PF,21,"1056,0","70,0","15,1","-0,1","10,9"
DeMar DeRozan,2013,TOR,SG,23,"3013,0","82,0","36,7","4,7","14,7"
Tony Allen,2013,MEM,SG,31,"2109,0","79,0","26,7","5,1","13,2"
Shane Battier,2013,MIA,SF,34,"1786,0","72,0","24,8","4,4","10,7"
Matt Barnes,2013,LAC,SF,32,"2058,0","80,0","25,7","6,3","15,5"
Will Bynum,2013,DET,PG,30,"1219,0","65,0","18,8","1,7","16,6"
Corey Brewer,2013,DEN,SF,26,"2003,0","82,0","24,4","3,9","14,7"
Ray Allen,2013,MIA,SG,37,"2035,0","79,0","25,8","5,4","14,7"
Greg Monroe,2013,DET,C,22,"2687,0","81,0","33,2","5,9","19,5"
Mike Dunleavy,2013,MIL,SF,32,"1943,0","75,0","25,9","4,4","13,6"
Brandon Jennings,2013,MIL,PG,23,"2897,0","80,0","36,2","5,8","16,1"
Timofey Mozgov,2013,DEN,C,26,"366,0","41,0","8,9","0,7","12,3"
Jason Kidd,2013,NYK,SG,39,"2043,0","76,0","26,9","5,4","13,5"
Vince Carter,2013,DAL,SF,36,"2093,0","81,0","25,8","6,0","17,8"
Damian Lillard,2013,POR,PG,22,"3167,0","82,0","38,6","5,8","16,4"
Tyler Hansbrough,2013,IND,PF,27,"1366,0","81,0","16,9","4,4","15,3"
Bismack Biyombo,2013,CHA,C,20,"2186,0","80,0","27,3","1,4","10,1"
Joel Freeland,2013,POR,PF,25,"477,0","51,0","9,4","0,2","9,3"
Lavoy Allen,2013,PHI,C,23,"1669,0","79,0","21,1","2,5","11,5"
Kosta Koufos,2013,DEN,C,23,"1817,0","81,0","22,4","6,5","17,2"
Travis Outlaw,2013,SAC,SF,28,"444,0","38,0","11,7","0,3","13,0"
Jerryd Bayless,2013,MEM,PG,24,"1765,0","80,0","22,1","4,0","13,5"
Carlos Delfino,2013,HOU,SF,30,"1689,0","67,0","25,2","3,5","13,3"
Austin Daye,2013,MEM,SF,24,"676,0","55,0","12,3","1,6","12,9"
Al-Farouq Aminu,2013,NOH,SF,22,"2066,0","76,0","27,2","3,1","13,7"
Alexey Shved,2013,MIN,SG,24,"1840,0","77,0","23,9","0,8","11,0"
Dahntay Jones,2013,ATL,SF,32,"1016,0","78,0","13,0","0,6","6,4"
Kwame Brown,2013,PHI,C,30,"269,0","22,0","12,2","0,4","8,8"
James Johnson,2013,SAC,SF,25,"878,0","54,0","16,3","-0,5","10,2"
Harrison Barnes,2013,GSW,SF,20,"2058,0","81,0","25,4","2,8","11,0"
Gordon Hayward,2013,UTA,SF,22,"2104,0","72,0","29,2","5,4","16,8"
Brandon Knight,2013,DET,PG,21,"2365,0","75,0","31,5","1,1","12,0"
Jrue Holiday,2013,PHI,PG,22,"2926,0","78,0","37,5","3,3","16,7"
Josh McRoberts,2013,CHA,PF,25,"1487,0","67,0","22,2","2,2","12,7"
Eric Bledsoe,2013,LAC,PG,23,"1553,0","76,0","20,4","3,7","17,5"
Nick Collison,2013,OKC,C,32,"1583,0","81,0","19,5","5,2","13,6"
Greg Stiemsma,2013,MIN,C,27,"1209,0","76,0","15,9","1,7","10,5"
Aaron Gray,2013,TOR,C,28,"513,0","42,0","12,2","0,5","9,0"
Paul George,2013,IND,SF,22,"2972,0","79,0","37,6","9,0","16,8"
Kemba Walker,2013,CHA,PG,22,"2859,0","82,0","34,9","4,8","18,8"
Terrence Ross,2013,TOR,SG,21,"1239,0","73,0","17,0","0,9","10,4"
Ty Lawson,2013,DEN,PG,25,"2513,0","73,0","34,4","7,4","17,9"
Randy Foye,2013,UTA,SG,29,"2249,0","82,0","27,4","3,7","11,7"
Jason Smith,2013,NOH,C,26,"876,0","51,0","17,2","1,7","16,8"
Cole Aldrich,2013,SAC,C,24,"388,0","45,0","8,6","0,6","11,1"
Jeff Teague,2013,ATL,PG,24,"2628,0","80,0","32,8","6,1","16,8"
Aaron Brooks,2013,HOU,PG,28,"997,0","53,0","18,8","0,8","11,8"
Andre Drummond,2013,DET,C,19,"1243,0","60,0","20,7","4,5","21,6"
Trevor Booker,2013,WAS,PF,25,"887,0","48,0","18,5","2,3","13,9"
Jimmer Fredette,2013,SAC,SG,23,"967,0","69,0","14,0","1,1","14,6"
Xavier Henry,2013,NOH,SF,21,"625,0","50,0","12,5","0,0","7,6"
Earl Watson,2013,UTA,PG,33,"829,0","48,0","17,3","0,0","7,7"
Omri Casspi,2013,CLE,SF,24,"503,0","43,0","11,7","0,7","12,9"
DeShawn Stevenson,2013,ATL,SG,31,"1158,0","56,0","20,7","1,5","8,1"
Austin Rivers,2013,NOH,SG,20,"1418,0","61,0","23,2","-1,1","5,9"
Rodrigue Beaubois,2013,DAL,PG,24,"549,0","45,0","12,2","0,4","10,6"
C.J. Miles,2013,CLE,SF,25,"1364,0","65,0","21,0","2,6","15,3"
Klay Thompson,2013,GSW,SG,22,"2936,0","82,0","35,8","4,3","12,7"
Ed Davis,2013,MEM,C-PF,23,"1631,0","81,0","20,1","5,4","17,8"
Meyers Leonard,2013,POR,C,20,"1206,0","69,0","17,5","2,4","12,1"
Alec Burks,2013,UTA,SG,21,"1137,0","64,0","17,8","1,0","11,5"
Jeremy Lamb,2013,OKC,SF,20,"147,0","23,0","6,4","0,2","11,2"
Elton Brand,2013,DAL,C,33,"1527,0","72,0","21,2","3,4","15,2"
Patrick Patterson,2013,SAC,PF,23,"1775,0","71,0","25,0","4,1","15,2"
Markieff Morris,2013,PHO,PF,23,"1837,0","82,0","22,4","1,7","12,6"
Dante Cunningham,2013,MIN,PF,25,"2010,0","80,0","25,1","3,5","13,3"
Wayne Ellington,2013,CLE,SG,25,"1661,0","78,0","21,3","3,2","12,2"
Toney Douglas,2013,SAC,PG,26,"1289,0","71,0","18,2","2,4","13,4"
Brendan Haywood,2013,CHA,C,33,"1162,0","61,0","19,0","0,1","8,7"
Eric Maynor,2013,POR,PG-SG,25,"963,0","64,0","15,0","0,2","9,3"
Kendall Marshall,2013,PHO,PG,21,"702,0","48,0","14,6","-0,2","7,8"
Larry Sanders,2013,MIL,C,24,"1937,0","71,0","27,3","6,0","18,7"
Grant Hill,2013,LAC,SF,40,"437,0","29,0","15,1","-0,1","4,8"
Marco Belinelli,2013,CHI,SG,26,"1882,0","73,0","25,8","3,0","10,4"
Darren Collison,2013,DAL,PG,25,"2372,0","81,0","29,3","5,6","16,3"
Luke Babbitt,2013,POR,PF,23,"730,0","62,0","11,8","0,7","9,4"
John Henson,2013,MIL,PF,22,"827,0","63,0","13,1","1,9","18,2"
Maurice Harkless,2013,ORL,SF,19,"1974,0","76,0","26,0","2,4","12,5"
Kawhi Leonard,2013,SAS,SF,21,"1810,0","58,0","31,2","6,2","16,4"
Jeremy Evans,2013,UTA,PF,25,"215,0","37,0","5,8","0,9","19,9"
Chris Andersen,2013,MIA,C,34,"624,0","42,0","14,9","2,7","17,4"
Anthony Randolph,2013,DEN,PF,23,"329,0","39,0","8,4","0,5","15,6"
Iman Shumpert,2013,NYK,SG,22,"996,0","45,0","22,1","1,9","11,7"
Avery Bradley,2013,BOS,PG,22,"1435,0","50,0","28,7","0,4","8,8"
Reggie Evans,2013,BRK,PF,32,"1967,0","80,0","24,6","4,3","12,8"
Chris Singleton,2013,WAS,PF,23,"924,0","57,0","16,2","0,5","7,8"
Sebastian Telfair,2013,TOR,PG,27,"980,0","59,0","16,6","0,8","10,9"
Tyler Zeller,2013,CLE,C,23,"2033,0","77,0","26,4","2,0","11,0"
Jodie Meeks,2013,LAL,SG,25,"1663,0","78,0","21,3","3,0","11,4"
Tobias Harris,2013,ORL,SF-PF,20,"1299,0","55,0","23,6","2,4","16,0"
John Lucas III,2013,TOR,PG,30,"827,0","63,0","13,1","1,1","12,8"
Jeff Ayres,2013,IND,PF,25,"369,0","37,0","10,0","1,0","14,5"
James Jones,2013,MIA,SF,32,"221,0","38,0","5,8","0,2","8,1"
Terrence Jones,2013,HOU,PF,21,"276,0","19,0","14,5","0,7","17,1"
Andrew Nicholson,2013,ORL,PF,23,"1249,0","75,0","16,7","1,7","15,1"
Jared Jeffries,2013,POR,PF,31,"350,0","38,0","9,2","-0,3","2,4"
Nando De Colo,2013,SAS,SG,25,"920,0","72,0","12,8","1,3","11,1"
Willie Green,2013,LAC,SG,31,"1188,0","72,0","16,5","2,5","11,8"
Rashard Lewis,2013,MIA,PF,33,"792,0","55,0","14,4","1,2","11,1"
Nolan Smith,2013,POR,PG,24,"288,0","40,0","7,2","-0,5","7,1"
Evan Fournier,2013,DEN,SG,20,"428,0","38,0","11,3","1,0","13,8"
Jamaal Tinsley,2013,UTA,PG,34,"1221,0","66,0","18,5","0,9","10,6"
Kurt Thomas,2013,NYK,PF,40,"392,0","39,0","10,1","1,1","13,3"
Kenneth Faried,2013,DEN,PF,23,"2248,0","80,0","28,1","7,8","18,5"
Jared Sullinger,2013,BOS,PF,20,"892,0","45,0","19,8","2,7","13,5"
Hamed Haddadi,2013,PHO,C,27,"322,0","30,0","10,7","0,1","10,2"
Victor Claver,2013,POR,SF,24,"812,0","49,0","16,6","-0,1","7,0"
Dominique Jones,2013,DAL,PG,24,"338,0","29,0","11,7","0,0","12,4"
Reggie Jackson,2013,OKC,PG,22,"993,0","70,0","14,2","2,5","14,2"
Quincy Pondexter,2013,MEM,SF,24,"1243,0","59,0","21,1","3,2","11,0"
John Jenkins,2013,ATL,SG,21,"902,0","61,0","14,8","1,7","13,0"
Hasheem Thabeet,2013,OKC,C,25,"770,0","66,0","11,7","2,2","11,6"
Jordan Crawford,2013,BOS,SG,24,"1709,0","70,0","24,4","1,9","13,8"
MarShon Brooks,2013,BRK,SG,24,"912,0","73,0","12,5","1,3","13,5"
Ronnie Price,2013,POR,PG,29,"510,0","39,0","13,1","-0,2","6,8"
Norris Cole,2013,MIA,PG,24,"1590,0","80,0","19,9","0,6","7,9"
Jordan Hamilton,2013,DEN,SF,22,"397,0","40,0","9,9","0,8","16,9"
Jimmy Butler,2013,CHI,SF,23,"2134,0","82,0","26,0","7,0","15,2"
Tony Wroten,2013,MEM,SG,19,"272,0","35,0","7,8","0,1","9,3"
Patty Mills,2013,SAS,PG,24,"656,0","58,0","11,3","1,5","14,1"
Perry Jones,2013,OKC,SF,21,"280,0","38,0","7,4","0,0","7,8"
Marquis Teague,2013,CHI,PG,19,"392,0","48,0","8,2","-0,3","6,0"
Cory Joseph,2013,SAS,PG,21,"388,0","28,0","13,9","0,9","13,5"
Miles Plumlee,2013,IND,C,24,"55,0","14,0","3,9","0,0","8,8"
DeJuan Blair,2013,SAS,PF,23,"851,0","61,0","14,0","2,2","14,6"
Arnett Moultrie,2013,PHI,PF,22,"542,0","47,0","11,5","1,7","16,7"
Festus Ezeli,2013,GSW,C,23,"1120,0","78,0","14,4","1,5","9,3"
Kyle Singler,2013,DET,SF,24,"2293,0","82,0","28,0","2,3","10,0"
C.J. Watson,2013,BRK,PG,28,"1521,0","80,0","19,0","3,8","13,9"
Brandan Wright,2013,DAL,C,25,"1149,0","64,0","18,0","4,1","21,0"
Ivan Johnson,2013,ATL,PF,28,"1035,0","69,0","15,0","2,3","15,7"
Daniel Orton,2013,OKC,C,22,"104,0","13,0","8,0","0,3","14,0"
Jeff Adrien,2013,CHA,PF,26,"713,0","52,0","13,7","1,0","13,4"
Ish Smith,2013,MIL,PG,24,"516,0","52,0","9,9","-0,4","8,5"
Chandler Parsons,2013,HOU,SF,24,"2758,0","76,0","36,3","7,0","15,3"
Chase Budinger,2013,MIN,SF,24,"508,0","23,0","22,1","0,7","12,6"
DeMarre Carroll,2013,UTA,SF,26,"1111,0","66,0","16,8","3,1","15,5"
Ryan Hollins,2013,LAC,C,28,"663,0","60,0","11,0","1,7","11,3"
Nazr Mohammed,2013,CHI,C,35,"693,0","63,0","11,0","1,2","10,8"
Malcolm Thomas,2013,CHI,PF,24,"57,0","12,0","4,8","0,2","13,8"
Malcolm Lee,2013,MIN,SG,22,"289,0","16,0","18,1","0,4","9,8"
Garrett Temple,2013,WAS,SG,26,"1156,0","51,0","22,7","1,2","8,8"
DeAndre Liggins,2013,OKC,SG,24,"290,0","39,0","7,4","0,6","9,4"
P.J. Tucker,2013,PHO,SG,27,"1910,0","79,0","24,2","2,9","11,6"
E'Twaun Moore,2013,ORL,SG,23,"1682,0","75,0","22,4","0,2","10,7"
Lance Stephenson,2013,IND,SG,22,"2278,0","78,0","29,2","5,5","11,8"
Anthony Tolliver,2013,ATL,SF,27,"963,0","62,0","15,5","1,2","8,4"
Royal Ivey,2013,PHI,SG,31,"698,0","53,0","13,2","1,0","8,1"
A.J. Price,2013,WAS,PG,26,"1278,0","57,0","22,4","2,2","12,4"
Keith Bogans,2013,BRK,SG,32,"1408,0","74,0","19,0","1,4","6,7"
James White,2013,NYK,SF,30,"435,0","57,0","7,6","0,5","9,1"
Rasheed Wallace,2013,NYK,C,38,"296,0","21,0","14,1","0,6","16,7"
Andray Blatche,2013,BRK,C,26,"1555,0","82,0","19,0","4,9","21,9"
Jason Collins,2013,WAS,C,34,"384,0","38,0","10,1","0,4","3,0"
Jerry Stackhouse,2013,BRK,SF,38,"544,0","37,0","14,7","0,4","8,5"
Marquis Daniels,2013,MIL,SF,32,"1085,0","59,0","18,4","0,5","9,2"
Joel Przybilla,2013,MIL,C,33,"68,0","12,0","5,7","0,0","3,3"
Alan Anderson,2013,TOR,SF,30,"1495,0","65,0","23,0","1,6","12,6"
Damien Wilkins,2013,PHI,SG,33,"1095,0","61,0","18,0","1,9","12,5"
Jermaine O'Neal,2013,PHO,C,34,"1029,0","55,0","18,7","2,0","16,7"
Cartier Martin,2013,WAS,SF,28,"694,0","41,0","16,9","0,7","9,7"
Josh Childress,2013,BRK,SF,29,"100,0","14,0","7,1","0,1","7,0"
Samardo Samuels,2013,CLE,C,24,"196,0","18,0","10,9","-0,1","6,2"
Ronnie Brewer,2013,OKC,SF,27,"853,0","60,0","14,2","1,1","10,0"
Nate Robinson,2013,CHI,PG,28,"2086,0","82,0","25,4","5,9","17,4"
Chris Wilcox,2013,BOS,C,30,"830,0","61,0","13,6","3,1","15,3"
Gary Neal,2013,SAS,SG,28,"1484,0","68,0","21,8","1,9","11,5"
Dexter Pittman,2013,MEM,C,24,"32,0","11,0","2,9","-0,1","1,6"
Earl Barron,2013,NYK,C,31,"159,0","12,0","13,2","0,0","8,9"
Draymond Green,2013,GSW,SF,22,"1061,0","79,0","13,4","0,6","7,1"
Troy Murphy,2013,DAL,PF,32,"256,0","14,0","18,3","0,3","9,1"
Kyle O'Quinn,2013,ORL,C,22,"638,0","57,0","11,2","1,4","15,8"
Jarvis Varnado,2013,MIA,PF,24,"58,0","13,0","4,5","-0,1","1,2"
Maalik Wayns,2013,LAC,PG,21,"202,0","27,0","7,5","-0,3","5,0"
Doron Lamb,2013,ORL,SG,21,"577,0","47,0","12,3","-0,4","4,8"
Robert Sacre,2013,LAL,C,23,"203,0","32,0","6,3","-0,1","3,4"
Josh Howard,2013,MIN,SF,32,"207,0","11,0","18,8","0,0","9,5"
Shaun Livingston,2013,CLE,PG,27,"1455,0","66,0","22,0","2,6","13,0"
Charles Jenkins,2013,PHI,SG-PG,23,"441,0","59,0","7,5","0,0","7,5"
Lance Thomas,2013,NOH,SF,24,"646,0","59,0","10,9","1,2","10,1"
Greg Smith,2013,HOU,C,22,"1110,0","70,0","15,9","4,0","16,1"
Jon Leuer,2013,MEM,PF-C,23,"187,0","28,0","6,7","0,2","10,4"
Isaiah Thomas,2013,SAC,PG,23,"2122,0","79,0","26,9","5,0","17,5"
Jeremy Tyler,2013,ATL,C,21,"68,0","21,0","3,2","-0,1","6,2"
Josh Selby,2013,MEM,PG,21,"59,0","10,0","5,9","-0,2","0,1"
Quincy Acy,2013,TOR,PF,22,"342,0","29,0","11,8","1,1","15,9"
Jae Crowder,2013,DAL,SF,22,"1353,0","78,0","17,3","1,5","10,2"
Orlando Johnson,2013,IND,SG,23,"619,0","51,0","12,1","1,5","11,4"
Will Barton,2013,POR,SG,22,"894,0","73,0","12,2","-0,5","9,1"
James Anderson,2013,SAS,SG-SF,23,"401,0","39,0","10,3","0,9","13,9"
Daequan Cook,2013,CHI,SG,25,"441,0","49,0","9,0","-0,2","5,8"
Mike James,2013,DAL,PG,37,"862,0","45,0","19,2","0,4","9,5"
Brian Roberts,2013,NOH,PG,27,"1324,0","78,0","17,0","2,2","14,6"
Kent Bazemore,2013,GSW,SG,23,"267,0","61,0","4,4","0,1","11,3"
Diante Garrett,2013,PHO,PG,24,"149,0","19,0","7,8","-0,2","9,0"
Luke Zeller,2013,PHO,C,25,"58,0","16,0","3,6","-0,1","5,6"
Mike Scott,2013,ATL,PF,24,"376,0","40,0","9,4","0,9","16,3"
Kevin Murphy,2013,UTA,SG,22,"52,0","17,0","3,1","-0,3","-4,5"
Khris Middleton,2013,DET,SG,21,"475,0","27,0","17,6","0,9","11,4"
DeQuan Jones,2013,ORL,SF,22,"803,0","63,0","12,7","0,1","8,4"
Pablo Prigioni,2013,NYK,PG,35,"1263,0","78,0","16,2","3,2","13,0"
Bernard James,2013,DAL,C,27,"457,0","46,0","9,9","1,2","14,7"
Ben Hansbrough,2013,IND,PG,25,"200,0","28,0","7,1","0,2","7,2"
Tornike Shengelia,2013,BRK,SF,21,"93,0","19,0","4,9","0,0","8,5"
Kim English,2013,DET,SG,24,"407,0","41,0","9,9","0,2","7,9"
Chris Copeland,2013,NYK,PF,28,"862,0","56,0","15,4","2,1","16,8"
Tyshawn Taylor,2013,BRK,PG,22,"221,0","38,0","5,8","-0,4","6,2"
Darius Miller,2013,NOH,SF,22,"694,0","52,0","13,3","0,5","6,3"
Sam Young,2013,IND,SG,27,"693,0","56,0","12,4","0,9","7,5"
Kevin Jones,2013,CLE,PF,23,"334,0","32,0","10,4","0,2","11,1"
Patrick Beverley,2013,HOU,PG,24,"713,0","41,0","17,4","2,2","15,4"
